repository_relative_path,onedrive_folder,size_bytes,sha256,upload_required,priority,public_release_note,upload_priority,priority_reason,onedrive_target_relative_path,source_exists,git_tracked,link_from_publication_page,required_before_submission
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_02-08-29.mp4,01_original_videos/,491176517,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_02-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_03-08-29.mp4,01_original_videos/,501332756,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_03-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_04-08-29.mp4,01_original_videos/,525992387,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_04-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_05-08-29.mp4,01_original_videos/,610119263,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_05-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_06-08-30.mp4,01_original_videos/,524846399,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_06-08-30.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_07-08-31.mp4,01_original_videos/,789171387,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_07-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_08-08-31.mp4,01_original_videos/,922656811,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_08-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_09-08-30.mp4,01_original_videos/,804191481,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_09-08-30.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_10-08-31.mp4,01_original_videos/,757883967,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_10-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_11-08-32.mp4,01_original_videos/,730430809,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_11-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_12-08-32.mp4,01_original_videos/,741731018,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_12-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_13-08-32.mp4,01_original_videos/,672546920,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_13-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_14-08-31.mp4,01_original_videos/,878013948,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_14-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_15-08-32.mp4,01_original_videos/,1081422696,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_15-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_16-08-32.mp4,01_original_videos/,1046820236,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_16-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_17-08-32.mp4,01_original_videos/,1000239797,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_newport/Bellevue_150th_Newport__2017-09-11_17-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_18-08-24.mp4,01_original_videos/,500751094,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_18-08-24.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_19-08-25.mp4,01_original_videos/,475179975,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_19-08-25.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_20-08-25.mp4,01_original_videos/,693676200,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_20-08-25.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_21-08-38.mp4,01_original_videos/,625784595,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_21-08-38.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_22-08-28.mp4,01_original_videos/,526093806,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_22-08-28.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_23-08-29.mp4,01_original_videos/,497871097,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-10_23-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_00-08-29.mp4,01_original_videos/,451723601,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_00-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_01-08-30.mp4,01_original_videos/,382256065,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_01-08-30.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_02-08-29.mp4,01_original_videos/,419280454,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_02-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_03-08-30.mp4,01_original_videos/,435983737,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_03-08-30.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_04-08-29.mp4,01_original_videos/,485002234,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_04-08-29.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_05-08-30.mp4,01_original_videos/,553306733,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_05-08-30.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_06-08-32.mp4,01_original_videos/,486714235,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_06-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_07-08-31.mp4,01_original_videos/,566625721,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_07-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_08-09-36.mp4,01_original_videos/,87225613,d80bc3806705397e14ae63bb55f8c7702f7ded235f866a2a3247fb9e594ec9c3,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_08-09-36.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_09-08-31.mp4,01_original_videos/,612854770,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_09-08-31.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_10-08-33.mp4,01_original_videos/,590857374,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_10-08-33.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_11-08-34.mp4,01_original_videos/,596032532,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_11-08-34.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_12-08-38.mp4,01_original_videos/,594950400,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_12-08-38.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_13-08-32.mp4,01_original_videos/,496577791,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_13-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_14-08-32.mp4,01_original_videos/,598888513,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_14-08-32.mp4,true,false,false,false
TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_16-08-35.mp4,01_original_videos/,97350116,27611f70de6fbe4c6da421358d24694c399c6e9d76da7c3b367429614141c9b6,true,high,onedrive_large_data_only; exclude from git package,P1,large source or detector/tracker artifact for full technical reproducibility,01_original_videos/TNVD2_UPLOAD_PACKAGE/01_original_videos/data/raw/bellevue_150th_se38th/Bellevue_150th_SE38th__2017-09-11_16-08-35.mp4,true,false,false,false
